Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Bola16	Bola17	Bola18	Bola19	Bola20
J999	1	3	4	9	10	13	18	20	25	30	39	60	62	66	68	77	78	83	89	99
J1000	3	12	15	25	26	30	34	37	38	40	41	43	49	50	53	62	63	64	70	95
J1001	3	8	11	16	19	23	25	34	35	36	37	42	47	58	64	67	68	88	92	97
J1002	3	9	10	15	16	17	22	27	30	40	42	44	49	62	67	73	74	83	90	97
J1003	7	11	12	16	19	28	31	39	49	55	61	67	72	75	81	87	88	90	93	98
J1004	0	3	9	10	29	30	34	37	42	48	50	54	56	63	64	69	78	81	97	98
J1005	3	5	8	15	17	29	33	34	36	47	59	65	68	72	77	78	87	90	93	97
J1006	1	14	19	25	29	32	38	55	56	65	69	77	78	81	90	91	92	94	97	99
J1007	2	4	8	15	16	20	24	33	37	53	55	58	70	72	74	79	81	87	88	99
J1008	3	6	7	10	20	34	36	39	40	50	51	65	70	72	73	77	83	84	87	99
J1009	10	11	14	33	36	37	38	40	50	52	54	56	65	66	67	70	78	86	89	98
J1010	2	17	18	19	21	22	26	29	42	44	51	52	60	69	71	72	73	78	94	99
J1011	2	3	4	12	15	16	17	21	25	30	47	50	54	55	60	71	78	90	92	93
J1012	0	4	7	9	11	13	42	44	45	50	53	59	65	67	70	74	81	89	90	97
J1013	0	3	8	11	22	26	30	47	48	55	59	60	63	69	72	80	84	87	88	99
J1014	1	5	9	11	12	17	18	27	32	33	37	38	39	58	60	61	72	75	91	96
J1015	0	2	8	11	17	20	24	31	35	42	46	52	58	66	72	73	81	92	93	96
J1016	1	4	5	6	8	11	20	23	29	36	49	50	57	62	70	76	77	86	87	90
J1017	4	7	11	12	16	17	19	35	37	41	42	44	45	50	66	76	83	86	91	93
J1018	0	2	8	12	15	26	28	31	32	39	40	49	50	61	65	73	79	80	82	86
J1019	0	1	8	9	21	25	27	34	35	44	48	50	53	55	59	69	75	85	86	99
J1020	2	9	13	19	20	23	30	31	34	37	44	47	50	51	57	59	79	88	93	98
J1021	1	2	8	19	23	25	26	27	33	40	41	42	45	50	52	69	74	85	89	96
J1022	3	6	13	15	28	29	31	41	42	46	48	53	55	60	62	74	78	79	80	89
J1023	6	13	18	19	25	32	39	48	49	59	69	70	73	75	76	79	80	90	93	95
J1024	4	6	13	16	20	21	26	38	40	41	45	49	51	55	69	74	91	97	98	99
J1025	6	16	21	27	30	32	36	38	40	43	49	54	68	71	77	82	85	87	90	92
J1026	2	9	10	11	25	26	32	43	44	45	47	51	53	56	64	69	77	78	80	93
J1027	5	7	10	11	15	21	24	30	31	38	44	47	48	56	68	73	74	78	91	95
J1028	1	6	8	15	19	20	29	35	40	44	56	62	66	72	74	75	76	81	82	95
J1029	3	5	6	14	16	21	27	29	34	44	48	59	74	76	81	85	93	94	95	98
J1030	0	2	13	17	39	45	47	49	53	60	63	64	74	78	83	86	89	90	91	92
J1031	0	9	15	19	22	25	27	32	37	40	41	44	45	65	74	82	83	87	88	91
J1032	0	2	7	9	11	12	17	21	22	31	55	64	73	77	79	84	87	94	97	99
J1033	1	4	8	9	10	20	33	36	38	41	51	54	55	57	61	67	71	87	89	94
J1034	0	3	4	8	9	12	24	29	34	36	43	54	58	60	61	64	79	80	87	90
J1035	0	3	5	8	14	26	29	30	35	39	46	47	66	69	71	73	81	82	85	92
J1036	1	6	12	18	20	34	36	37	40	42	49	60	62	63	69	71	78	80	86	93
J1037	5	7	10	13	21	26	29	32	41	46	47	49	50	59	62	69	72	75	94	96
J1038	0	3	6	7	10	17	18	21	22	23	35	36	39	57	64	67	82	84	85	98
J1039	2	6	10	12	17	22	23	26	31	36	38	48	54	60	73	79	81	82	86	95
J1040	5	7	9	15	17	22	26	37	44	46	61	68	70	71	72	74	79	83	86	95
J1041	4	11	19	22	25	29	38	40	42	44	52	53	55	59	79	81	84	90	93	95
J1042	5	10	11	12	14	15	20	25	34	35	42	45	48	60	64	65	73	86	89	92
J1043	0	3	4	11	16	17	28	31	38	41	44	48	49	55	59	72	90	91	94	96
J1044	6	7	11	22	23	25	29	31	37	41	44	46	49	55	61	77	80	81	82	98
J1045	8	11	14	20	25	27	28	32	37	44	47	48	58	76	79	80	90	95	97	99
J1046	13	17	23	30	31	34	36	37	38	47	53	58	60	63	70	76	77	88	89	93
J1047	15	27	29	31	32	34	38	40	41	50	53	55	69	73	76	88	90	91	96	97
J1048	3	11	16	26	34	37	41	42	45	47	51	52	56	63	76	78	86	89	95	99
J1049	0	3	7	13	14	18	22	31	41	42	48	51	58	67	70	76	80	85	89	95
J1050	1	2	3	4	6	17	19	28	33	43	47	53	54	69	71	78	84	86	89	97
J1051	0	22	37	43	44	48	54	55	61	67	68	72	79	84	87	91	93	97	98	99
J1052	0	2	3	6	16	23	29	34	35	39	40	53	57	60	66	68	79	90	92	97
J1053	1	2	3	6	7	9	13	23	26	29	34	43	55	60	66	68	81	86	87	97
J1054	4	5	10	14	17	18	21	24	34	40	41	45	47	49	57	77	79	87	98	99
J1055	3	5	7	13	14	16	23	28	36	38	58	63	70	72	85	86	87	96	97	98
J1056	1	2	6	8	13	19	23	26	30	31	36	46	66	67	71	84	86	89	95	98
J1057	12	21	23	34	35	37	38	41	44	57	62	65	68	81	83	84	86	90	93	96
J1058	5	8	12	27	28	34	38	43	45	47	51	53	54	55	58	66	79	86	98	99
J1059	4	5	15	30	38	39	41	48	52	53	57	58	63	65	78	85	88	92	95	97
J1060	2	3	13	19	26	29	30	32	37	39	41	42	67	69	70	74	78	81	82	95
J1061	2	7	16	20	25	26	30	39	43	48	51	53	65	70	71	72	82	90	91	94
J1062	3	4	8	12	17	19	20	29	30	38	47	48	53	64	73	75	76	88	95	99
J1063	2	6	11	21	31	35	36	37	48	53	54	64	65	73	74	85	86	87	91	97
J1064	1	2	8	9	15	32	46	48	50	53	55	56	66	68	79	85	87	91	92	93
J1065	7	18	19	21	23	24	31	33	42	45	47	53	58	76	78	81	84	85	89	96
J1066	3	19	34	39	43	44	48	59	61	63	64	70	73	74	77	79	85	89	91	95
J1067	0	6	9	11	12	15	43	45	46	55	57	58	60	67	75	79	80	86	87	93
J1068	0	2	9	24	28	32	34	36	44	51	52	55	60	67	72	75	84	85	86	97
J1069	10	13	14	17	19	28	33	34	41	42	51	58	70	75	77	78	86	91	92	93
J1070	5	7	10	12	15	30	39	42	51	54	61	62	71	73	76	83	84	88	96	98
J1071	1	17	22	23	30	42	45	46	50	61	62	63	72	74	79	81	83	84	97	98
J1072	7	10	15	18	21	39	41	42	43	46	49	55	64	67	68	75	81	84	86	92
J1073	0	7	12	13	14	21	24	27	29	32	35	49	53	54	58	64	67	70	73	86
J1074	4	7	10	12	17	27	28	32	40	41	44	47	49	58	59	66	69	75	89	92
J1075	3	7	10	13	15	25	27	35	38	50	57	62	63	68	70	71	75	80	83	98
J1076	0	4	7	19	27	33	35	38	40	48	53	65	74	75	82	83	84	86	88	95
J1077	2	6	11	15	17	33	38	40	47	52	63	70	71	75	76	77	81	88	92	98
J1078	5	6	10	15	16	18	20	23	37	41	44	48	50	52	54	56	67	68	71	74
J1079	1	4	9	12	13	28	32	42	44	54	69	75	77	78	79	83	84	92	93	94
J1080	4	15	34	37	41	49	51	61	63	67	68	69	70	71	72	81	84	86	97	99
J1081	11	19	23	24	25	29	31	35	36	39	42	45	47	54	58	62	73	74	89	98
J1082	1	3	9	21	25	29	39	48	51	60	66	67	68	76	78	81	84	94	96	99
J1083	0	2	13	21	22	25	39	40	48	49	54	61	63	64	67	72	80	84	85	92
J1084	11	26	35	38	42	45	46	52	53	56	57	59	64	72	75	77	81	85	91	93
J1085	7	9	11	17	27	33	34	38	42	44	56	61	63	64	82	83	86	92	93	96
J1086	3	15	16	19	20	25	27	38	44	57	58	66	69	72	74	78	83	96	98	99
J1087	5	7	16	19	26	30	40	41	45	46	52	55	57	62	72	76	87	89	90	91
J1088	0	1	7	19	21	29	35	38	40	42	43	47	56	57	58	61	80	84	92	95
J1089	4	7	22	28	34	35	38	43	49	55	61	64	74	76	83	84	85	89	93	99
J1090	0	1	3	8	9	16	19	28	35	47	50	51	59	61	63	68	82	89	92	94
J1091	27	28	42	44	53	54	57	59	61	63	65	74	78	79	80	83	86	87	95	96
J1092	2	5	6	14	22	27	29	46	47	48	49	52	54	55	58	68	75	79	87	90
J1093	1	2	8	21	25	39	43	44	60	63	69	73	77	78	82	83	87	93	98	99
J1094	5	15	20	23	25	29	45	49	50	57	64	65	67	73	77	78	79	84	85	88
J1095	9	13	21	23	26	32	34	35	44	50	51	56	64	66	73	75	81	86	89	92
J1096	0	4	5	6	8	9	10	12	27	40	46	48	50	58	65	66	76	86	90	99
J1097	1	9	10	13	20	21	37	39	40	41	44	51	61	65	78	79	89	91	92	97
J1098	1	4	6	10	17	29	32	37	42	45	46	53	67	68	71	82	87	91	94	95
J1099	0	2	4	7	10	13	14	16	17	23	33	37	38	48	54	59	64	73	79	81
J1100	3	7	13	15	26	28	31	32	33	36	37	44	52	60	68	70	73	76	96	98
J1101	10	21	22	23	26	27	31	33	46	47	48	56	57	64	70	73	84	87	94	98
J1102	1	12	14	15	21	25	30	33	40	51	56	57	60	64	70	75	80	82	89	99
J1103	3	8	10	12	17	26	47	54	64	67	69	72	73	82	83	84	89	93	97	98
J1104	1	4	15	17	35	36	45	48	51	53	54	56	58	64	76	77	81	82	84	94
J1105	3	13	14	22	27	37	40	41	50	56	61	62	80	83	84	88	92	95	97	99
J1106	8	13	22	26	33	35	43	46	47	48	49	50	54	63	64	65	70	85	86	99
J1107	6	14	16	24	29	30	36	38	42	43	55	58	63	66	73	82	85	88	89	95
J1108	4	5	8	12	31	38	39	41	45	48	52	53	55	59	69	74	83	85	95	96
J1109	0	7	17	23	24	32	33	38	43	44	45	47	53	68	69	77	78	81	90	91
J1110	2	4	6	7	8	9	12	14	35	49	57	68	69	70	72	76	82	84	85	93
J1111	7	11	13	17	20	27	34	39	44	45	53	58	59	74	75	80	83	88	94	99
J1112	1	3	5	19	24	25	28	33	41	47	54	56	70	75	78	87	91	92	95	96
J1113	2	7	9	12	22	24	29	30	33	36	37	46	60	62	63	71	75	80	89	90
J1114	1	15	16	19	24	27	33	40	41	43	53	67	71	74	75	76	77	79	81	83
J1115	0	7	14	20	29	30	31	45	50	55	61	66	67	69	71	72	75	76	80	88
J1116	0	3	7	8	11	18	29	31	48	52	54	59	63	70	72	76	77	80	81	87
J1117	10	15	23	35	36	40	41	48	55	62	66	69	71	80	82	87	91	95	96	97
J1118	0	8	11	14	17	19	20	24	35	37	42	44	50	54	58	64	69	74	76	78
J1119	3	10	15	18	28	32	36	45	46	48	50	55	60	63	65	74	82	91	96	98
J1120	3	7	12	17	20	25	32	40	43	44	48	56	65	73	78	84	86	87	94	99
J1121	1	2	6	7	15	29	35	37	38	43	46	52	53	54	55	57	60	66	90	95
J1122	0	2	3	9	11	13	14	17	23	28	32	45	48	54	57	58	68	70	71	79
J1123	0	7	10	16	23	25	26	33	37	38	40	41	45	51	53	61	68	69	79	84
J1124	8	9	13	15	20	29	30	32	36	38	41	44	53	56	62	65	68	78	93	96
J1125	3	5	7	12	14	15	22	31	40	53	54	57	60	62	63	70	82	84	92	96
J1126	1	10	11	16	17	19	20	26	29	36	47	64	66	72	73	75	79	85	93	94
J1127	0	1	13	14	15	20	25	31	39	44	46	57	58	64	67	72	75	84	85	90
J1128	3	8	16	19	27	29	35	44	46	48	52	55	59	61	64	72	73	76	84	88
J1129	1	3	7	15	18	20	21	28	43	48	53	55	58	62	68	85	87	89	97	98
J1130	5	14	17	18	22	23	34	39	44	50	60	65	66	76	79	81	86	93	94	98
J1131	2	13	19	28	31	34	39	41	44	54	55	57	64	66	70	81	82	86	90	95
J1132	3	5	8	12	13	20	21	22	29	36	40	44	53	57	60	65	72	75	78	88
J1133	0	1	6	17	24	28	29	36	52	56	57	59	61	67	70	80	86	89	95	99
J1134	1	5	9	17	22	23	24	34	41	42	46	49	52	55	58	60	75	79	84	89
J1135	1	16	17	19	29	30	35	36	38	42	43	45	47	52	58	68	74	81	93	97
J1136	2	9	14	15	18	21	32	40	44	48	57	62	63	71	81	88	90	92	94	96
J1137	13	17	19	20	27	31	42	46	49	50	53	54	67	74	76	81	85	88	91	94
J1138	1	12	17	20	21	22	25	28	31	39	47	57	65	72	73	78	79	86	88	98
J1139	1	5	7	9	12	15	18	20	27	32	44	50	51	66	67	77	80	87	97	99
J1140	10	16	20	24	26	29	35	38	47	48	53	59	62	69	71	74	89	94	97	99
J1141	2	11	15	18	20	22	26	28	38	44	45	49	64	72	74	82	83	84	86	87
J1142	1	9	15	23	31	37	44	45	49	50	51	63	70	71	75	79	83	86	91	94
J1143	8	10	15	20	23	26	33	34	35	36	40	43	49	51	60	63	81	87	91	97
J1144	3	13	18	24	26	28	40	43	45	49	58	64	73	77	78	79	82	88	97	99
J1145	7	13	14	15	24	28	30	35	36	40	41	45	50	57	58	71	75	82	91	95
J1146	4	13	20	27	33	37	39	40	42	51	57	64	66	73	75	80	85	90	96	99
J1147	6	8	19	37	38	39	47	48	55	58	72	74	78	79	84	86	88	90	96	97
J1148	0	1	4	5	26	30	35	50	51	63	67	68	71	76	81	83	85	87	92	99
J1149	2	9	14	15	16	19	25	26	27	29	42	46	49	51	53	77	80	84	86	88
J1150	0	2	13	21	31	36	39	40	41	42	43	55	57	63	70	71	83	89	91	93
J1151	2	16	22	24	26	30	32	36	50	53	58	65	66	68	77	78	87	91	92	93
J1152	1	3	8	16	17	19	20	21	25	33	34	39	40	47	52	71	79	87	88	99
J1153	4	12	14	27	38	40	42	45	46	70	71	72	79	84	86	87	92	96	97	98
J1154	0	4	7	9	11	29	31	32	35	37	47	48	61	73	80	81	88	89	91	94
J1155	11	13	15	26	29	30	36	47	49	52	53	57	61	65	66	78	85	86	89	97
J1156	5	6	8	9	21	23	27	28	29	32	41	45	46	50	56	65	77	81	83	85
J1157	1	4	5	8	9	17	29	38	43	50	51	60	67	69	82	84	85	86	87	98
J1158	0	1	12	13	30	32	36	42	45	47	49	54	56	60	61	75	87	91	92	97
J1159	3	10	11	15	17	20	24	34	38	39	40	46	53	59	63	73	86	89	93	98
J1160	1	7	8	12	19	24	27	33	35	37	38	42	43	51	55	57	69	70	75	83
J1161	0	26	27	39	42	45	50	54	55	63	67	73	78	79	87	90	91	95	96	99
J1162	4	6	10	12	14	16	22	24	29	33	35	37	38	50	56	58	65	82	83	97
J1163	4	8	9	12	19	23	25	29	30	31	33	42	54	66	69	70	74	79	82	89
J1164	2	20	23	25	27	31	32	34	38	39	46	51	54	55	56	64	78	89	92	94
J1165	5	12	21	24	28	32	33	42	43	48	49	57	59	60	62	64	68	79	89	92
J1166	2	6	11	18	20	29	30	44	45	48	54	58	59	66	68	78	88	94	97	98
J1167	0	2	4	15	22	36	38	40	41	43	50	54	55	63	72	73	85	86	92	99
J1168	6	12	14	29	39	49	53	57	58	63	65	67	82	85	90	91	93	95	96	97
J1169	0	8	11	17	21	22	34	40	41	46	48	50	54	58	60	68	75	77	80	92
J1170	1	10	14	15	35	40	48	50	53	58	61	65	69	74	77	78	85	87	92	99
J1171	3	9	11	12	18	29	38	44	51	52	55	63	64	76	80	83	84	85	86	98
J1172	0	2	8	12	26	29	38	40	41	42	43	44	47	54	69	72	81	90	95	97
J1173	2	6	11	19	20	33	36	39	40	43	44	48	50	61	63	68	75	79	88	98
J1174	4	6	9	16	23	24	27	28	39	41	48	50	56	58	65	66	70	78	81	83
J1175	10	12	13	15	18	20	22	24	27	31	42	48	50	74	76	85	88	91	92	93
J1176	9	11	14	17	22	24	33	46	50	59	64	66	67	73	76	79	82	87	88	94
J1177	2	8	16	23	27	29	43	45	48	50	58	59	60	62	64	79	85	93	95	97
J1178	8	11	15	22	26	27	33	47	53	59	64	66	68	70	73	81	82	85	95	96
J1179	4	5	11	16	18	26	27	33	38	50	51	57	63	66	67	68	70	73	83	91
J1180	3	5	11	20	29	37	39	42	44	50	52	57	65	70	82	83	85	92	97	98
J1181	0	2	12	16	17	21	26	31	32	33	36	38	39	42	46	49	50	57	86	92
J1182	0	6	10	13	17	20	23	37	43	44	49	50	55	58	69	70	73	77	88	92
J1183	2	15	16	17	32	34	43	62	65	71	73	74	76	85	87	88	89	93	96	97
J1184	5	6	8	13	16	19	20	22	36	42	43	50	59	61	62	64	85	87	94	96
J1185	3	10	14	16	25	29	33	36	47	54	55	58	60	61	63	67	68	71	81	88
J1186	1	3	7	14	24	28	46	51	52	57	61	63	64	67	68	73	78	87	88	93
J1187	0	3	6	7	14	22	24	26	30	32	42	43	48	59	62	67	78	86	94	95
J1188	2	4	9	11	23	27	41	42	44	63	67	71	78	83	85	87	93	96	97	98
J1189	0	5	9	22	26	32	36	40	44	50	51	53	59	69	71	72	81	85	92	94
J1190	1	14	20	33	41	44	48	52	53	62	64	70	72	74	76	77	78	82	87	97
J1191	2	16	17	18	23	24	28	40	45	47	48	54	66	73	75	80	81	87	90	92
J1192	2	10	11	12	16	19	26	37	38	39	59	64	65	70	73	80	81	89	90	97
J1193	0	8	15	18	25	33	37	42	62	66	73	76	78	79	81	84	86	87	89	93
J1194	4	6	9	11	19	26	29	32	40	51	59	61	63	70	72	78	87	91	92	95
J1195	0	1	3	6	12	14	18	20	26	29	39	41	47	51	56	59	60	70	73	79
J1196	4	9	14	22	23	31	35	49	55	65	66	69	71	73	78	80	87	89	92	99
J1197	2	8	12	14	18	30	33	38	50	51	58	61	64	67	72	76	80	82	93	95
J1198	2	4	6	8	21	24	25	27	29	37	62	64	68	72	73	79	85	92	96	97
J1199	1	8	24	26	28	32	34	36	39	48	59	63	70	72	77	80	81	87	89	94
J1200	1	9	11	14	17	31	34	40	42	43	44	49	55	56	61	67	78	80	83	92
J1201	4	11	15	24	26	33	34	39	41	48	62	63	72	73	75	77	79	86	87	91
J1202	4	6	12	13	18	29	30	32	34	37	42	43	46	48	54	56	62	63	70	76
J1203	0	6	29	34	41	49	53	55	62	67	68	69	71	76	78	81	83	88	89	91
J1204	5	15	20	22	25	27	29	35	36	46	51	53	55	57	65	68	73	78	83	85
J1205	0	1	2	8	11	13	16	19	25	27	28	31	32	40	42	65	66	71	83	90
J1206	1	7	10	19	28	29	33	35	54	55	57	60	62	67	71	86	88	90	94	96
J1207	4	8	14	23	38	39	42	45	46	53	54	65	67	72	73	78	85	86	89	91
J1208	7	8	9	11	32	45	46	49	51	58	60	71	73	77	89	92	93	95	96	99
J1209	5	6	7	13	17	24	27	50	51	54	57	61	62	64	86	89	90	91	92	94
J1210	4	7	8	9	11	15	17	21	32	42	49	50	65	67	68	72	79	86	90	96
J1211	11	13	19	25	26	27	36	39	44	45	48	50	53	56	58	59	66	89	91	92
J1212	12	15	16	26	35	36	37	39	41	46	47	69	70	76	82	83	87	93	95	99
J1213	0	4	6	15	20	23	30	34	35	37	44	45	56	58	67	72	79	82	86	92
J1214	7	8	11	33	37	39	41	44	48	50	52	54	55	62	66	67	74	76	79	92
J1215	1	6	8	10	11	27	34	41	49	62	64	65	67	71	73	75	78	84	91	97
J1216	3	8	11	12	18	43	50	51	56	60	63	67	70	76	77	78	83	92	95	96
J1217	1	7	16	17	24	26	35	40	41	45	47	53	54	55	64	67	71	72	90	94
J1218	2	4	5	16	18	30	36	47	57	58	60	67	69	72	73	81	86	88	95	97
J1219	1	2	14	18	19	24	37	41	43	44	52	55	75	80	83	84	86	92	95	99
J1220	5	6	10	22	32	33	34	53	54	55	60	63	64	65	69	74	79	82	87	97
J1221	5	13	17	18	21	24	35	36	43	44	54	65	69	72	75	76	81	85	88	96
J1222	1	6	18	26	28	31	32	37	39	45	50	53	56	57	62	68	69	78	82	96
J1223	8	9	10	14	24	32	36	40	46	51	58	60	65	77	79	81	83	86	94	99
J1224	1	3	12	14	20	27	28	29	40	44	55	62	71	84	86	87	90	91	94	97
J1225	1	7	10	17	20	21	26	51	56	58	67	69	70	72	74	75	76	77	87	90
J1226	4	9	18	20	21	24	27	30	49	58	65	66	72	78	79	80	82	94	95	98
J1227	3	5	6	11	18	20	21	24	29	34	36	39	42	49	57	62	64	75	80	94
J1228	7	12	30	38	40	50	58	63	65	68	69	70	76	79	80	88	92	93	95	99
J1229	5	14	15	20	25	26	35	37	40	45	54	56	59	61	62	73	76	93	96	97
J1230	0	3	9	12	35	38	42	44	46	51	53	60	64	67	75	81	84	90	93	99
J1231	0	9	10	19	20	21	26	27	29	32	46	50	60	62	66	68	81	96	98	99
J1232	12	19	24	26	32	40	41	44	46	47	61	62	64	66	70	84	89	93	94	95
J1233	2	5	11	13	14	27	29	33	36	44	48	54	58	60	64	66	68	70	77	78
J1234	0	4	6	14	17	24	35	53	56	58	59	60	63	64	67	69	73	74	78	93
J1235	3	16	19	20	26	30	31	34	37	60	71	73	74	77	78	80	84	87	91	97
J1236	7	17	21	24	32	39	45	48	49	50	53	57	59	62	64	74	85	87	97	98
J1237	3	4	10	12	25	34	35	38	42	53	54	60	63	66	74	75	77	81	82	93
J1238	0	6	14	15	22	24	27	35	43	53	54	60	61	63	78	80	87	89	98	99
J1239	4	17	20	22	24	25	27	30	33	34	43	45	48	50	56	63	69	71	78	98
J1240	5	11	13	15	18	20	25	26	45	46	47	49	62	68	70	79	89	92	96	99
J1241	2	5	8	10	21	23	25	35	39	41	45	46	47	54	63	77	78	79	80	83
J1242	3	4	13	16	27	33	34	46	53	54	58	59	62	67	68	73	74	85	96	99
J1243	1	2	4	10	23	25	26	28	30	38	40	43	44	52	59	69	82	85	88	93
J1244	4	11	12	13	14	15	20	25	28	29	32	34	41	45	49	53	60	63	67	81
J1245	1	2	3	7	10	14	16	19	23	38	44	49	53	61	67	68	79	85	97	98
J1246	1	2	6	9	15	18	21	26	32	34	42	50	54	56	59	62	67	68	76	93
J1247	1	8	11	14	23	24	25	27	30	36	39	47	57	61	67	75	80	81	87	91
J1248	0	15	19	24	26	36	37	43	48	55	58	60	69	72	74	80	81	87	92	95
J1249	8	15	16	33	41	46	47	48	50	51	52	55	57	63	72	76	79	84	89	90
J1250	7	9	16	18	27	38	43	45	46	47	54	63	67	72	75	82	87	88	97	98
J1251	0	4	7	11	23	26	35	42	49	52	57	58	64	68	70	76	77	81	85	95
J1252	1	3	4	8	9	10	11	24	27	29	35	39	41	42	43	51	65	85	87	89
J1253	3	5	8	11	23	26	28	33	35	36	43	46	50	55	58	73	77	91	93	95
J1254	2	5	16	17	18	24	26	31	33	42	44	51	66	73	79	86	89	90	93	99
J1255	1	2	3	4	7	11	19	20	21	28	37	40	41	45	53	58	59	83	90	97
J1256	1	4	24	28	30	47	48	49	53	54	57	64	71	72	73	83	89	91	95	98
J1257	0	3	7	8	15	18	22	24	25	34	37	42	44	45	46	48	52	81	86	89
J1258	1	22	23	24	25	26	48	49	52	55	61	63	64	73	91	93	96	97	98	99
J1259	2	3	6	9	10	19	23	26	38	59	60	62	69	72	80	85	90	93	98	99
J1260	0	1	2	5	10	12	16	19	22	38	40	51	58	59	67	72	80	93	95	96
J1261	4	9	14	21	25	46	55	61	62	64	66	71	77	85	86	89	95	96	98	99
J1262	15	20	23	33	35	49	54	56	58	59	60	62	64	70	76	81	82	86	94	98
J1263	2	3	9	17	24	27	29	31	32	52	56	58	73	76	79	80	86	87	93	98
J1264	7	15	16	19	26	27	32	35	41	43	45	46	49	53	59	60	64	71	82	91
J1265	0	7	14	15	22	26	31	44	55	60	65	77	80	85	87	88	90	93	97	99
J1266	2	4	18	27	32	34	39	45	47	53	54	57	61	64	65	77	87	89	90	96
J1267	6	14	20	23	24	30	32	33	38	44	47	49	54	60	70	72	76	79	88	90
J1268	2	15	18	19	28	29	30	35	45	58	60	61	63	66	76	77	82	90	94	96
J1269	0	4	5	7	12	20	37	42	54	59	61	62	64	65	68	70	76	88	98	99
J1270	2	11	12	17	18	31	34	41	46	52	53	56	74	79	83	86	87	89	91	96
J1271	1	4	5	18	21	23	26	29	39	40	41	43	44	58	63	66	67	74	75	78
J1272	7	13	21	22	27	32	34	35	41	42	45	48	50	64	68	73	76	77	86	95
J1273	1	8	17	26	28	29	30	34	36	38	45	46	47	50	54	58	66	79	81	95
J1274	2	5	7	16	26	37	43	44	45	48	49	50	52	54	56	68	76	88	89	97
J1275	1	7	10	19	28	29	31	39	41	42	45	47	58	61	63	84	87	88	96	99
J1276	1	4	10	15	21	24	28	36	38	41	50	56	59	62	69	72	73	88	91	97
J1277	1	13	18	21	24	27	34	36	39	43	44	48	49	59	74	84	88	94	96	97
J1278	0	14	18	19	22	24	26	27	31	37	47	50	65	70	71	78	79	81	89	92
J1279	11	12	13	17	21	25	27	30	35	39	43	46	51	52	67	71	73	74	87	97
J1280	9	20	23	25	26	29	33	38	39	40	41	43	46	50	57	68	70	74	86	95
J1281	5	7	8	10	20	33	37	39	40	42	48	52	62	64	75	77	80	89	95	97
J1282	2	6	20	27	29	34	42	43	47	56	58	60	63	65	67	68	81	82	97	98
J1283	4	11	19	21	22	26	32	33	41	42	44	48	50	57	58	62	68	70	87	93
J1284	3	18	21	25	37	38	39	44	45	48	50	51	53	63	67	74	75	89	91	93
J1285	0	2	3	5	17	20	21	42	43	46	47	48	52	58	66	77	79	83	84	92
J1286	3	20	22	26	28	31	38	48	50	54	56	68	73	79	81	83	84	92	93	99
J1287	1	14	16	17	31	33	36	41	56	59	60	66	83	84	85	89	92	93	94	98
J1288	0	8	9	12	13	22	23	28	30	31	38	44	69	71	75	77	83	84	85	99
J1289	7	13	24	28	36	44	46	50	51	52	57	58	63	65	70	71	72	83	89	94
J1290	13	17	18	22	23	31	36	44	48	58	59	61	63	65	72	76	87	89	92	95
J1291	2	3	11	19	21	28	31	33	34	35	39	44	45	54	63	74	79	86	88	97
J1292	10	21	22	31	32	36	40	45	48	52	57	59	66	71	78	86	89	91	92	96
J1293	6	10	11	13	17	20	22	30	31	35	37	38	41	47	52	59	83	85	88	93
J1294	7	14	16	23	24	25	46	47	49	52	55	56	57	59	67	76	82	83	86	96
J1295	6	7	10	11	13	18	22	36	44	46	47	48	50	51	54	55	60	65	70	92
J1296	0	5	7	8	17	33	35	36	37	39	43	45	47	56	57	58	66	67	70	89
J1297	16	19	25	26	27	29	31	32	35	44	48	52	53	59	76	79	81	82	87	90
J1298	3	8	12	19	27	30	35	46	48	50	51	52	56	58	65	77	87	92	93	99
J1299	5	13	17	23	32	35	55	58	60	65	66	70	71	77	81	82	88	95	96	99
J1300	11	16	25	27	28	36	37	38	39	41	42	44	48	53	58	60	69	77	84	96
J1301	12	13	15	17	20	24	31	33	36	46	62	63	65	67	69	70	75	76	77	98
J1302	6	9	11	13	14	20	21	27	45	46	47	51	55	57	74	78	80	81	83	98
J1303	2	11	16	18	21	25	32	33	36	38	45	57	61	63	65	67	79	90	92	93
J1304	1	2	3	4	14	19	22	27	31	45	47	55	58	61	68	78	80	89	91	95
J1305	1	6	12	17	18	31	35	36	39	42	55	57	61	63	72	84	85	88	91	96
J1306	2	9	10	29	35	36	43	46	49	53	54	55	57	60	63	64	82	83	91	92
J1307	4	7	8	10	12	16	18	30	47	51	53	62	69	71	79	82	90	92	93	96
J1308	0	11	13	17	19	24	25	40	41	44	46	51	56	67	72	77	83	86	97	99
J1309	0	2	4	6	11	12	14	21	29	31	32	40	58	62	64	77	78	85	92	96
J1310	16	17	20	21	24	27	28	31	43	44	49	52	60	62	65	66	71	73	80	87
J1311	19	28	29	31	32	35	37	39	43	47	48	60	61	76	80	84	85	90	95	96
J1312	4	6	17	32	33	36	42	47	54	57	60	63	69	72	78	87	90	93	94	95
J1313	8	12	16	17	24	26	28	35	47	48	51	52	53	57	61	81	89	93	95	96
