Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15
J422	1	2	3	4	6	7	8	12	13	14	17	18	22	23	25
J423	1	2	3	5	11	13	15	16	17	18	20	22	23	24	25
J424	1	3	6	9	10	11	13	14	15	16	17	18	19	24	25
J425	1	7	9	10	11	12	13	15	16	18	19	20	22	23	24
J426	2	3	4	5	6	8	10	11	15	16	18	19	22	24	25
J427	1	3	4	5	6	7	9	10	11	12	16	19	21	22	24
J428	1	3	4	11	13	14	15	17	18	19	20	21	22	23	24
J429	2	3	4	5	6	7	8	12	13	14	16	17	19	23	25
J430	2	3	4	5	6	7	9	11	13	14	15	20	22	23	25
J431	1	2	3	5	9	11	12	13	15	18	20	21	22	23	24
J432	2	3	4	6	7	10	12	13	15	17	19	20	21	23	24
J433	1	2	3	5	7	8	9	14	15	19	21	22	23	24	25
J434	3	4	6	9	11	12	13	15	16	17	18	21	23	24	25
J435	1	3	4	5	10	11	13	14	15	16	17	18	21	24	25
J436	3	4	6	7	10	13	14	15	18	19	20	21	22	23	25
J437	1	2	4	5	6	8	10	11	12	16	17	19	20	21	23
J438	1	4	7	8	9	11	13	15	17	18	21	22	23	24	25
J439	2	3	5	9	10	11	12	14	15	17	19	21	23	24	25
J440	1	3	5	8	9	12	13	14	15	16	19	21	22	24	25
J441	1	2	3	4	7	8	9	10	11	13	14	20	23	24	25
J442	5	6	7	8	9	12	13	14	15	17	18	22	23	24	25
J443	1	2	3	5	7	10	11	12	16	17	18	19	21	22	23
J444	1	2	3	6	7	10	14	15	18	19	20	21	22	24	25
J445	1	2	4	7	9	10	11	12	13	15	16	18	19	20	21
J446	1	2	4	5	6	8	10	11	14	15	16	19	21	23	24
J447	1	2	5	8	10	12	16	17	18	19	20	21	22	24	25
J448	1	3	5	6	9	10	11	12	13	14	15	17	20	23	24
J449	1	2	3	4	8	9	10	11	16	17	18	19	22	24	25
J450	4	5	6	7	9	11	14	16	17	18	21	22	23	24	25
J451	1	3	5	6	8	9	14	15	17	18	19	22	23	24	25
J452	1	6	7	8	9	10	11	12	14	17	18	19	20	24	25
J453	1	2	3	4	6	9	11	14	15	17	19	20	21	24	25
J454	3	4	6	7	11	12	13	14	15	17	19	20	22	24	25
J455	1	3	4	5	6	7	8	11	12	14	18	19	21	23	25
J456	1	3	4	9	10	11	12	13	14	17	18	21	23	24	25
J457	1	4	5	11	13	14	15	16	18	19	20	21	22	23	25
J458	2	3	4	5	6	7	8	9	11	13	15	16	18	20	22
J459	1	2	3	4	7	10	11	12	14	15	17	19	20	21	23
J460	1	3	4	6	9	10	11	12	14	15	16	17	19	22	23
J461	3	4	5	6	7	8	11	12	13	14	15	17	19	23	24
J462	1	2	3	5	7	8	12	14	16	17	18	21	22	23	24
J463	2	3	6	7	9	11	13	14	17	18	19	20	22	23	25
J464	1	2	5	8	10	11	16	17	19	20	21	22	23	24	25
J465	1	2	3	4	6	7	9	10	11	13	18	19	21	22	25
J466	2	6	7	8	10	11	12	14	17	18	19	20	21	22	25
J467	2	4	5	6	7	10	13	14	15	17	18	21	22	24	25
J468	2	3	5	6	9	10	12	13	15	17	18	21	22	24	25
J469	1	2	5	6	7	8	10	11	13	14	18	19	22	23	25
J470	1	3	4	5	6	7	8	10	11	13	15	18	20	22	23
J471	2	3	4	6	9	10	11	12	13	14	15	16	20	24	25
J472	1	2	4	5	6	7	8	11	12	13	14	15	17	18	20
J473	1	2	5	6	7	8	9	11	12	15	17	19	22	23	25
J474	1	2	3	5	9	10	11	12	15	16	17	18	21	23	24
J475	2	3	4	5	6	9	10	11	13	14	17	20	21	23	25
J476	1	5	6	7	9	10	11	13	14	15	16	17	19	24	25
J477	2	4	6	7	8	10	11	12	14	16	18	20	23	24	25
J478	2	3	5	7	9	10	11	12	13	16	18	22	23	24	25
J479	2	3	5	8	11	13	14	15	16	18	19	22	23	24	25
J480	4	5	6	7	8	9	11	12	15	17	18	19	22	24	25
J481	1	3	5	7	9	10	12	13	14	15	17	20	21	22	24
J482	2	6	7	8	9	10	12	15	16	17	19	21	22	23	25
J483	1	4	5	6	7	9	11	12	14	17	18	21	22	23	24
J484	1	4	6	8	9	10	11	13	14	16	17	20	21	23	25
J485	2	3	4	5	6	7	11	16	17	18	20	21	22	24	25
J486	1	2	3	4	5	7	9	11	13	15	18	19	20	21	22
J487	4	5	6	7	8	9	10	14	15	17	18	19	21	22	24
J488	5	6	7	8	11	12	13	14	15	17	18	20	22	24	25
J489	1	2	5	7	10	11	12	14	17	18	19	21	22	23	25
J490	3	5	6	8	10	11	12	13	14	16	17	18	21	22	23
J491	1	2	3	7	9	11	12	13	16	20	21	22	23	24	25
J492	1	2	3	4	6	8	11	12	14	15	18	19	21	24	25
J493	1	4	5	7	8	10	12	13	14	15	17	18	21	22	25
J494	2	3	4	5	7	8	12	13	15	16	18	19	20	21	22
J495	1	3	4	6	7	8	9	11	13	15	17	19	22	24	25
J496	3	4	5	7	9	11	13	14	15	16	17	19	21	22	24
J497	1	2	3	4	5	8	9	11	12	14	16	17	19	23	25
J498	1	2	4	5	6	11	13	14	15	16	18	20	22	23	25
J499	1	2	3	4	7	10	11	12	15	17	19	20	21	24	25
J500	2	3	5	6	8	9	10	13	14	16	18	20	21	23	25
J501	1	2	3	4	6	9	12	15	17	18	19	21	23	24	25
J502	1	2	3	4	5	6	8	10	11	13	16	18	19	23	24
J503	1	2	3	4	5	7	11	12	14	15	17	20	21	24	25
J504	1	6	9	10	12	13	14	15	16	17	18	19	20	21	23
J505	3	4	6	7	9	11	15	16	17	18	19	20	21	22	24
J506	4	5	6	9	11	12	13	15	16	17	19	20	21	22	24
J507	1	2	3	5	6	8	9	10	11	12	20	21	23	24	25
J508	2	3	5	6	7	8	9	14	15	16	18	19	23	24	25
J509	1	3	5	6	9	11	12	15	16	17	19	20	22	24	25
J510	1	2	3	4	6	7	10	11	12	13	20	21	22	23	25
J511	1	2	5	7	10	11	12	13	14	17	18	19	21	24	25
J512	1	2	4	5	6	7	8	9	10	12	13	15	16	21	24
J513	1	2	3	6	9	10	11	13	15	17	18	20	22	23	25
J514	1	5	6	7	8	9	11	12	15	17	18	21	22	24	25
J515	2	3	5	7	9	10	11	12	13	14	17	18	20	24	25
J516	2	4	5	6	7	8	11	12	13	14	18	20	21	23	24
J517	1	3	4	5	6	7	8	9	11	12	13	17	21	22	23
J518	4	5	6	7	10	11	12	13	14	16	17	19	20	22	24
J519	2	3	7	9	11	12	13	15	16	17	19	21	23	24	25
J520	2	4	5	6	9	10	12	14	15	18	19	20	22	23	24
J521	1	2	3	4	5	6	9	10	11	12	13	17	19	20	23
J522	2	4	6	7	9	11	16	17	18	19	21	22	23	24	25
J523	2	4	5	8	9	10	11	12	13	16	17	18	19	24	25
J524	2	3	5	6	7	10	11	12	14	17	20	21	22	23	24
J525	3	4	6	9	10	11	13	15	16	17	18	20	21	22	25
J526	1	2	4	7	8	9	10	11	12	14	15	16	19	24	25
J527	1	2	5	6	9	11	12	14	15	16	17	19	22	23	24
J528	2	3	4	6	7	8	10	11	12	15	19	21	23	24	25
J529	2	3	5	6	7	11	12	16	17	18	19	20	22	23	25
J530	3	4	6	7	8	9	10	11	12	14	16	18	21	22	23
J531	1	2	3	7	10	12	13	14	15	16	17	21	22	23	25
J532	1	2	4	5	6	7	9	11	12	13	15	16	19	22	24
J533	1	2	3	8	9	10	11	13	14	16	17	18	20	24	25
J534	1	2	3	5	7	8	11	12	13	15	18	19	21	22	24
J535	1	4	5	6	9	11	13	15	16	17	19	21	23	24	25
J536	3	4	5	7	9	11	15	16	17	19	20	22	23	24	25
J537	1	2	4	6	9	10	11	14	15	17	18	20	22	23	24
J538	2	5	6	10	11	12	13	16	17	18	19	20	21	24	25
J539	1	2	4	5	6	8	9	12	13	14	15	16	19	21	23
J540	2	6	7	8	9	11	12	13	15	16	18	19	20	22	24
J541	3	4	5	6	9	10	13	14	15	17	19	20	22	24	25
J542	1	2	3	4	5	8	9	10	13	16	17	18	20	22	24
J543	1	5	7	8	10	11	13	14	15	16	17	20	22	24	25
J544	2	4	5	7	8	9	11	13	14	15	18	19	21	23	24
J545	1	3	5	6	7	11	12	13	14	15	17	18	23	24	25
J546	2	3	4	5	8	9	10	11	12	13	17	18	19	21	23
J547	1	2	4	5	6	9	10	12	14	16	17	19	20	24	25
J548	1	2	3	4	5	6	7	8	9	13	14	17	20	23	25
J549	3	4	7	9	10	11	13	14	15	16	17	20	21	22	23
J550	1	5	6	7	9	10	11	13	14	16	17	18	20	21	22
J551	3	7	8	10	12	13	14	16	17	18	19	20	21	22	24
J552	1	3	4	5	6	8	10	12	13	17	20	22	23	24	25
J553	4	5	7	8	9	10	12	13	14	15	17	18	21	23	24
J554	1	2	3	4	6	9	13	14	17	19	20	21	22	24	25
J555	1	2	6	7	8	9	10	12	14	16	17	18	20	23	24
J556	1	4	8	9	11	13	14	16	17	18	20	22	23	24	25
J557	1	5	7	8	9	10	12	14	15	17	18	19	20	21	23
J558	1	3	4	5	7	10	12	14	17	18	20	21	22	24	25
J559	1	2	5	7	9	10	11	13	14	16	19	20	21	22	23
J560	1	2	4	9	10	12	14	17	18	19	20	21	23	24	25
J561	2	3	4	6	7	9	10	11	12	13	15	17	18	20	21
J562	1	2	3	5	7	8	13	14	16	18	19	20	21	22	24
J563	1	3	4	5	6	7	9	11	12	16	19	20	22	23	24
J564	1	2	3	4	7	9	12	14	15	17	19	20	21	23	24
J565	1	4	6	7	9	10	12	15	17	18	19	20	21	23	24
J566	1	3	4	5	7	9	10	11	14	15	16	17	19	20	21
J567	1	2	5	7	8	9	10	12	13	14	15	17	21	24	25
J568	1	2	4	5	6	7	8	9	13	15	16	17	18	20	21
J569	1	2	6	7	8	12	13	16	17	18	19	20	22	24	25
J570	1	2	3	4	5	10	12	14	15	18	19	20	21	22	23
J571	3	4	5	6	7	11	12	15	16	18	19	20	21	24	25
J572	2	5	6	8	9	10	13	14	15	16	17	19	21	22	24
J573	1	2	3	7	10	11	12	14	16	18	20	22	23	24	25
J574	1	5	6	11	12	13	14	16	18	19	20	21	22	23	25
J575	3	5	8	9	10	12	13	15	16	17	18	19	21	22	24
J576	6	8	9	10	11	12	13	15	16	17	18	19	21	23	25
J577	1	2	3	4	5	8	10	12	15	16	18	19	21	22	23
J578	1	4	6	7	8	10	12	13	14	15	16	19	21	22	23
J579	1	3	5	6	7	8	10	12	13	14	17	19	20	21	24
J580	1	4	6	7	8	9	10	12	13	14	16	17	21	24	25
J581	2	4	6	9	11	12	13	14	15	17	18	19	21	23	25
J582	3	7	8	9	10	11	12	13	15	17	18	19	21	23	25
J583	1	3	4	7	8	9	11	14	16	17	18	19	21	23	24
J584	2	3	5	6	7	8	10	11	14	15	19	20	21	22	23
J585	1	5	7	8	9	10	13	14	15	16	17	18	20	23	24
J586	2	3	4	6	7	8	11	12	16	17	18	19	22	24	25
J587	1	4	5	7	9	10	11	12	13	17	18	19	20	21	23
J588	1	4	5	7	11	12	13	14	17	18	19	20	23	24	25
J589	2	3	4	6	8	9	10	12	13	20	21	22	23	24	25
J590	1	3	4	6	9	10	11	13	14	15	16	18	19	20	21
J591	1	2	4	7	8	10	11	14	15	16	17	19	20	21	23
J592	1	3	5	6	8	9	10	14	15	16	17	18	19	20	22
J593	1	3	4	5	6	9	10	11	13	14	15	20	23	24	25
J594	2	3	6	7	9	10	11	13	14	15	16	18	20	23	25
J595	1	5	6	7	8	9	10	11	12	15	17	19	21	24	25
J596	2	3	7	8	9	10	11	12	17	18	19	20	22	23	25
J597	1	2	3	5	8	9	10	11	14	16	17	18	22	24	25
J598	1	3	4	5	7	11	12	14	15	18	19	20	21	22	25
J599	2	4	5	6	7	9	12	13	16	18	20	21	22	23	24
J600	1	3	5	6	8	9	10	11	16	17	18	19	22	23	25
J601	1	3	5	6	7	9	10	11	12	13	14	16	19	20	25
J602	1	2	5	6	7	8	9	10	11	12	13	18	22	23	25
J603	2	4	5	6	8	10	12	13	15	16	19	20	21	22	23
J604	1	2	6	7	9	12	13	14	15	18	19	20	22	24	25
J605	2	3	4	5	7	10	11	13	14	16	17	18	21	23	25
J606	2	3	6	7	8	10	12	14	15	16	18	22	23	24	25
J607	3	5	7	9	12	15	16	17	18	19	20	21	22	24	25
J608	1	2	3	5	7	8	10	13	14	16	17	18	19	23	25
J609	1	2	4	7	9	10	11	12	14	15	16	19	20	23	25
J610	1	2	4	6	7	8	10	12	13	14	15	16	21	22	25
J611	2	3	4	5	6	8	9	13	14	16	18	19	20	21	23
J612	1	2	3	6	7	9	10	13	15	16	17	18	19	23	25
J613	2	5	6	7	10	11	12	13	14	16	17	20	22	23	25
J614	1	5	6	7	9	11	12	13	16	17	18	19	20	22	23
J615	1	2	4	7	8	11	12	17	19	20	21	22	23	24	25
J616	1	2	6	9	10	12	15	16	17	18	19	21	22	24	25
J617	1	2	3	4	5	7	10	14	15	16	19	21	22	24	25
J618	1	2	4	5	6	7	9	12	13	17	19	20	21	22	24
J619	1	3	4	7	8	9	13	14	17	18	19	20	21	23	25
J620	1	5	6	7	10	11	12	14	15	16	18	19	20	21	22
J621	1	2	3	5	6	8	9	10	12	15	16	20	22	24	25
J622	2	3	4	5	6	7	9	10	11	12	13	15	17	18	21
J623	1	2	3	4	5	8	9	10	11	12	15	20	22	23	25
J624	1	2	4	5	6	7	9	11	12	16	17	18	20	21	24
J625	1	2	3	6	8	10	11	13	14	15	16	17	22	23	24
J626	1	2	3	4	5	7	8	9	11	13	17	19	21	23	24
J627	1	2	3	4	6	10	12	14	15	17	21	22	23	24	25
J628	2	3	4	7	8	9	10	11	13	15	18	19	22	23	25
J629	1	2	4	5	6	7	9	12	14	15	17	19	21	22	25
J630	1	2	4	6	7	12	13	14	17	18	20	22	23	24	25
J631	2	3	5	7	8	9	10	13	14	16	17	18	19	20	21
J632	1	4	6	8	10	11	13	14	16	17	20	21	22	24	25
J633	2	3	6	7	8	9	10	12	18	20	21	22	23	24	25
J634	2	3	4	5	9	10	11	12	14	15	18	19	20	21	22
J635	1	4	5	6	7	8	9	11	12	13	18	19	20	22	24
J636	1	2	3	4	6	10	12	13	14	16	19	20	21	23	25
J637	2	4	6	7	9	13	16	17	18	19	20	21	22	23	25
J638	1	2	3	4	9	11	13	14	16	18	19	21	23	24	25
J639	1	2	4	5	6	8	9	10	12	16	19	20	21	22	24
J640	1	3	4	5	9	11	13	14	16	18	19	20	21	22	23
J641	2	3	6	7	8	9	11	13	16	18	19	20	21	22	24
J642	1	2	4	5	8	10	11	12	13	18	19	20	21	22	25
J643	1	2	4	7	8	9	10	13	16	17	19	21	22	23	24
J644	2	3	5	6	7	8	9	12	13	14	15	18	21	22	24
J645	4	5	8	9	10	11	13	16	18	19	20	21	22	23	25
J646	1	3	5	6	9	10	14	15	17	18	19	20	21	23	25
J647	4	6	7	8	9	11	13	14	17	18	19	20	22	23	25
J648	2	4	6	8	9	10	11	13	15	16	18	19	20	21	22
J649	1	2	4	5	6	8	9	10	11	14	15	17	21	22	24
J650	1	3	7	8	10	13	14	16	17	19	20	21	23	24	25
J651	1	4	5	6	8	10	13	14	15	17	18	19	20	24	25
J652	2	5	7	9	10	11	13	14	16	17	18	19	20	21	23
J653	1	2	3	7	8	12	13	14	16	17	19	20	21	22	23
J654	1	2	3	7	12	13	14	16	17	18	19	20	22	23	25
J655	2	5	7	8	10	11	13	14	15	19	20	21	23	24	25
J656	2	3	5	7	8	9	11	13	14	15	18	20	22	23	25
J657	2	3	4	5	6	8	10	12	13	15	17	19	23	24	25
J658	1	4	5	6	7	9	10	11	14	15	17	21	23	24	25
J659	1	3	4	5	6	8	9	10	11	12	15	19	20	23	24
J660	3	4	5	6	7	8	9	12	14	15	16	17	19	24	25
J661	1	3	6	7	10	11	12	15	17	18	19	20	22	23	24
J662	1	2	3	6	7	8	9	11	13	14	15	16	19	20	22
J663	2	4	5	6	7	9	11	13	16	17	19	21	22	23	24
J664	1	3	4	7	10	13	14	15	16	17	18	20	21	23	24
J665	2	3	6	7	12	13	14	15	17	18	20	21	22	24	25
J666	1	2	4	6	7	11	12	14	15	16	18	20	21	24	25
J667	3	4	5	6	8	10	13	15	17	18	19	20	21	24	25
J668	1	2	7	9	10	11	12	13	15	16	17	20	23	24	25
J669	2	4	5	6	12	13	15	16	17	18	19	22	23	24	25
J670	1	7	8	10	12	13	14	15	17	18	20	21	22	23	25
J671	4	5	7	8	9	10	11	12	13	14	18	19	20	22	24
J672	1	2	4	6	9	10	11	12	15	17	19	21	23	24	25
J673	2	4	5	7	8	9	10	11	12	13	14	15	17	19	20
J674	2	3	8	10	11	14	15	16	18	19	20	22	23	24	25
J675	2	3	4	5	7	10	11	13	14	15	16	17	22	23	24
J676	2	4	5	6	8	10	12	13	15	16	19	20	21	24	25
J677	1	2	5	6	7	8	10	11	12	13	15	16	19	23	25
J678	2	3	5	7	9	10	12	15	18	19	20	21	23	24	25
J679	2	7	8	10	11	12	13	14	15	17	18	19	20	21	22
J680	3	4	6	7	8	9	12	13	14	16	18	19	20	21	22
J681	2	3	4	6	7	8	10	11	12	14	15	16	18	19	23
J682	1	2	4	5	6	7	8	11	14	17	18	19	22	24	25
J683	1	2	4	5	6	7	8	9	10	11	12	13	15	23	24
J684	1	4	5	8	10	11	12	13	14	16	20	21	22	24	25
J685	1	3	4	9	12	13	15	17	19	20	21	22	23	24	25
J686	1	3	4	6	7	10	12	13	16	19	20	22	23	24	25
J687	1	2	3	4	6	9	12	13	15	18	19	20	23	24	25
J688	1	2	3	4	7	9	11	12	14	16	19	21	22	23	24
J689	2	3	4	5	6	7	8	11	12	13	15	17	22	23	24
J690	1	2	3	9	10	11	12	13	14	15	18	19	20	24	25
J691	1	2	3	6	7	8	9	11	13	17	18	19	20	22	23
J692	1	2	4	6	7	10	11	12	17	18	19	21	22	23	24
J693	1	2	3	4	6	7	9	10	11	14	16	17	19	21	22
J694	1	3	6	8	9	10	11	14	15	16	18	19	20	21	24
J695	2	3	4	5	11	13	14	17	18	19	20	21	22	24	25
J696	1	4	5	7	9	10	11	13	14	15	16	20	21	22	24
J697	1	2	3	7	8	11	14	15	16	18	19	22	23	24	25
J698	2	3	4	6	7	9	10	12	14	15	18	20	21	22	24
J699	2	3	4	6	8	9	10	15	16	18	19	21	22	23	25
J700	1	2	6	7	8	9	10	13	14	16	18	19	21	22	25
J701	3	4	8	10	12	13	14	16	17	19	20	21	22	23	25
J702	1	2	3	4	5	6	7	8	9	10	13	14	20	23	25
J703	2	5	8	10	11	14	15	17	18	20	21	22	23	24	25
J704	2	3	5	6	8	10	11	13	14	15	16	17	22	23	24
J705	3	4	6	7	8	9	11	12	14	15	16	20	21	22	25
J706	1	2	3	4	6	8	12	13	16	18	19	21	22	24	25
J707	3	4	6	7	8	11	12	14	15	16	17	20	21	24	25
J708	1	2	3	4	5	6	9	11	14	16	19	21	22	24	25
J709	1	3	6	7	8	11	12	14	15	16	18	19	20	22	23
J710	2	3	4	6	12	14	15	17	18	19	20	21	22	24	25
J711	1	2	4	5	6	7	10	12	13	15	16	18	21	22	24
J712	1	4	8	9	12	14	15	16	17	18	20	21	22	23	25
J713	2	3	4	5	6	11	13	14	15	19	21	22	23	24	25
J714	4	6	7	8	9	10	11	12	13	14	15	17	19	21	22
J715	1	3	5	8	10	11	13	14	15	18	20	22	23	24	25
J716	1	3	5	7	8	11	12	14	15	16	18	20	21	23	25
J717	1	2	3	5	7	8	9	11	14	16	18	20	21	23	25
J718	3	4	7	9	11	13	14	15	17	19	21	22	23	24	25
J719	2	7	8	9	10	11	13	15	16	18	19	22	23	24	25
J720	4	7	9	10	11	12	13	16	17	18	20	21	23	24	25
J721	1	2	3	4	5	7	8	9	10	11	12	14	15	19	21
J722	1	3	5	6	7	8	10	13	14	16	17	19	20	23	24
J723	2	3	4	5	7	8	9	10	11	12	14	15	18	20	24
J724	1	3	5	6	7	10	12	14	15	18	19	20	23	24	25
J725	1	5	6	7	9	10	12	13	15	16	17	18	21	24	25
J726	1	2	4	7	9	10	11	13	14	15	16	20	21	24	25
J727	3	4	6	7	8	9	11	16	18	20	21	22	23	24	25
J728	3	4	6	7	8	10	11	13	16	19	20	21	22	23	25
J729	1	2	3	4	6	7	9	10	12	14	15	17	22	23	25
J730	1	3	4	8	11	12	14	16	18	19	20	21	22	24	25
J731	3	4	6	7	8	11	12	14	15	17	18	19	21	22	24
J732	1	4	8	9	10	11	13	14	17	20	21	22	23	24	25
J733	1	4	5	6	7	8	11	12	14	16	18	19	20	22	24
J734	2	3	6	8	9	10	13	15	17	18	19	20	21	23	24
J735	5	6	8	10	11	12	13	14	17	19	20	21	22	24	25
J736	2	3	4	5	6	8	9	10	13	15	16	17	19	21	23
J737	2	3	4	5	6	7	8	10	12	14	16	17	18	22	25
J738	2	6	7	9	11	12	13	14	16	18	19	20	23	24	25
J739	2	3	4	8	9	10	11	14	17	20	21	22	23	24	25
J740	1	4	5	9	10	11	12	13	14	19	21	22	23	24	25
J741	2	3	5	7	10	11	12	13	14	16	17	18	21	24	25
J742	1	3	5	6	7	8	9	11	13	14	15	19	20	21	23
J743	1	2	3	6	9	10	11	12	14	15	17	21	22	23	24
J744	1	3	4	6	7	9	10	11	12	13	15	16	19	23	24
J745	1	3	6	7	8	9	11	12	13	16	17	20	22	24	25
J746	2	3	4	5	8	9	10	16	17	18	19	20	21	24	25
J747	1	2	3	4	6	7	10	12	13	15	16	17	20	23	24
J748	1	3	4	5	6	8	9	10	12	15	17	18	20	21	23
J749	1	2	3	4	6	7	8	11	13	14	15	18	19	22	24
J750	2	3	4	5	7	9	10	11	13	15	19	20	21	24	25
J751	3	5	6	8	9	12	13	14	16	17	19	20	21	22	23
J752	1	4	5	6	7	8	12	13	14	16	18	19	21	24	25
J753	1	3	4	5	6	7	8	11	13	14	17	20	21	22	25
J754	1	4	5	7	13	15	16	17	18	19	20	22	23	24	25
J755	1	2	3	5	7	8	10	11	12	13	14	16	17	24	25
J756	3	5	6	7	8	10	13	14	15	16	17	20	22	23	25
J757	1	3	4	8	9	10	11	13	14	15	17	18	20	21	23
J758	1	2	4	5	6	11	12	15	16	17	18	20	23	24	25
J759	2	5	7	8	9	10	15	16	17	18	19	20	23	24	25
J760	1	2	3	7	9	10	11	12	13	15	16	17	23	24	25
J761	1	4	5	6	10	11	12	13	14	15	16	19	20	22	24
J762	1	2	3	5	6	7	9	10	11	12	13	14	17	21	22
J763	1	2	3	4	6	7	13	14	16	17	18	21	22	24	25
J764	1	3	4	6	8	9	11	12	14	16	17	19	23	24	25
J765	1	2	3	7	8	9	10	12	13	14	18	20	23	24	25
J766	1	3	5	6	7	9	12	13	14	15	16	18	21	24	25
J767	1	3	4	5	7	8	10	11	12	15	17	19	22	23	24
J768	1	3	5	6	11	12	13	14	15	17	19	20	23	24	25
J769	3	4	5	7	10	11	13	15	16	17	19	20	22	23	25
J770	1	3	4	5	6	9	11	12	16	17	18	21	22	24	25
J771	2	4	5	6	7	8	9	10	14	16	17	20	22	23	25
J772	2	4	6	7	8	9	10	11	12	15	16	20	23	24	25
J773	2	5	6	7	8	10	11	13	15	17	18	20	22	24	25
J774	1	3	4	5	6	8	9	11	12	14	15	18	19	22	25
J775	2	3	6	7	8	9	10	12	13	14	16	17	18	19	20
J776	1	2	3	4	10	11	12	13	14	18	19	20	22	23	24
J777	2	3	6	9	11	12	13	14	15	16	20	21	23	24	25
J778	2	5	6	7	9	10	11	13	15	16	19	20	22	24	25
J779	4	5	8	9	11	12	13	14	16	17	19	20	21	22	23
J780	3	6	7	8	10	13	15	16	17	18	19	20	21	24	25
J781	1	2	4	8	9	10	11	14	15	16	17	19	20	22	25
J782	5	8	9	10	11	12	13	14	15	16	17	18	19	20	21
J783	1	2	5	6	7	8	11	13	15	16	19	20	21	22	24
J784	1	2	3	4	7	11	12	13	15	18	20	21	22	23	25
J785	1	2	4	6	7	10	11	12	13	15	16	17	19	21	23
J786	2	4	5	6	8	10	11	12	13	15	17	21	23	24	25
J787	1	4	5	8	9	10	11	12	13	14	16	17	19	20	23
J788	1	3	4	8	9	10	11	12	16	19	21	22	23	24	25
J789	2	3	4	8	10	11	12	14	15	16	18	19	21	22	24
J790	3	6	7	8	10	12	13	16	18	19	20	22	23	24	25
J791	1	2	3	5	6	7	8	10	11	13	14	21	22	23	25
J792	1	2	3	6	8	9	10	12	14	18	19	20	21	23	25
J793	2	4	5	7	9	11	12	14	16	17	18	20	21	23	25
J794	1	2	3	4	5	6	8	9	11	14	15	20	23	24	25
J795	1	2	3	4	6	7	8	9	10	12	14	16	21	22	24
J796	2	3	4	6	7	8	10	11	14	16	17	18	20	21	24
J797	2	3	5	6	7	8	11	15	17	18	19	20	21	24	25
J798	1	3	5	6	8	10	11	13	15	16	18	19	22	23	24
J799	3	4	6	8	11	13	14	15	16	19	21	22	23	24	25
J800	3	4	6	7	8	9	10	11	12	13	16	20	21	22	24
J801	1	3	4	5	6	7	10	12	15	17	18	19	21	23	25
J802	1	3	4	5	8	9	10	12	13	14	18	20	21	22	25
J803	1	4	5	12	14	15	16	17	18	19	20	21	23	24	25
J804	1	3	4	5	6	7	8	13	15	17	18	20	21	23	24
J805	1	2	4	6	7	9	11	13	14	16	17	20	22	24	25
J806	1	2	3	5	6	7	8	10	14	15	16	19	20	24	25
J807	2	3	4	5	7	8	10	11	13	18	19	21	22	24	25
J808	4	6	7	10	11	12	14	16	17	18	20	21	22	24	25
J809	1	2	4	5	7	9	13	16	18	19	21	22	23	24	25
J810	1	3	6	7	9	11	12	15	16	17	18	21	22	23	24
J811	1	2	3	4	5	6	7	9	10	12	14	17	19	20	22
J812	1	3	5	7	8	11	14	17	18	19	20	21	23	24	25
J813	1	3	4	5	6	7	8	10	12	16	19	21	23	24	25
J814	3	4	8	10	11	12	13	14	17	19	20	21	22	23	24
J815	6	7	8	10	11	14	15	17	18	20	21	22	23	24	25
J816	2	3	5	8	9	10	11	12	13	15	16	17	19	23	25
J817	1	2	3	4	5	8	10	11	12	17	18	20	23	24	25
J818	4	5	6	8	10	11	13	14	16	19	20	22	23	24	25
J819	3	4	5	6	7	8	9	10	11	12	18	19	20	21	22
J820	1	2	3	5	6	7	8	9	10	13	15	16	22	23	24
J821	3	4	5	7	9	10	11	12	14	16	17	21	23	24	25
J822	2	3	5	11	12	14	15	16	17	18	19	21	22	23	24
J823	1	2	4	5	9	11	12	13	14	16	19	20	22	24	25
J824	2	3	4	7	11	12	13	14	15	19	20	21	22	24	25
J825	1	6	7	8	9	10	11	13	14	15	17	19	22	23	25
J826	3	5	6	12	13	14	15	16	17	18	19	20	21	23	24
J827	1	2	4	5	7	9	10	12	13	14	16	17	21	22	24
J828	1	6	7	8	9	12	14	15	17	19	20	22	23	24	25
J829	2	5	7	8	9	11	13	14	16	17	18	22	23	24	25
J830	1	4	6	9	10	11	12	13	14	16	17	19	21	23	24
J831	1	2	3	5	9	10	11	12	14	16	17	18	20	21	22
J832	2	5	6	7	8	10	11	12	15	16	19	22	23	24	25
J833	2	5	6	7	10	11	12	13	16	17	18	19	20	22	25
J834	2	4	7	8	9	10	11	14	16	18	19	20	21	22	23
J835	1	2	4	6	8	12	14	15	16	17	18	19	21	24	25
J836	2	4	7	8	9	10	12	14	15	16	18	20	21	22	25
J837	1	3	7	8	10	11	12	13	14	15	16	18	20	22	24
J838	2	4	5	7	9	10	11	14	15	16	18	20	21	23	24
J839	2	3	4	6	7	8	13	14	16	17	19	21	22	24	25
J840	2	4	6	9	11	12	13	17	18	19	20	21	22	23	25
J841	1	3	5	6	8	10	12	13	14	15	16	17	20	21	24
J842	3	4	5	7	10	11	13	14	15	18	19	20	21	22	24
