Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Bola16;Bola17;Bola18;Bola19;Bola20;Rateio 20 acertos;Rateio 19 acertos;Rateio 18 acertos;Rateio 17 acertos;Rateio 16 acertos;Rateio 15 acertos;Rateio Nenhum Número
1498;25/10/2014;0;1;2;9;14;16;18;19;25;27;33;34;46;52;56;57;60;78;82;83;R$0,00;R$27.436,64;R$2.151,90;R$116,75;R$19,81;-;R$0,00
1499;29/10/2014;12;15;22;23;28;30;35;43;45;51;58;60;64;69;70;71;76;84;91;93;R$863.919,56;R$23.495,88;R$1.719,21;R$105,14;R$19,85;-;R$0,00
1500;01/11/2014;1;10;12;15;18;25;26;31;44;59;63;64;69;70;71;81;87;92;93;99;R$0,00;R$31.291,30;R$1.598,83;R$178,02;R$27,99;-;R$0,00
1501;05/11/2014;15;17;21;26;33;35;39;42;46;51;54;55;59;62;69;70;92;94;98;99;R$0,00;R$22.399,00;R$1.333,27;R$108,52;R$18,03;-;R$0,00
1502;08/11/2014;6;18;21;22;26;29;40;49;54;60;61;65;66;74;75;82;84;87;94;95;R$0,00;R$61.994,92;R$2.407,57;R$169,94;R$28,42;-;R$0,00
1503;12/11/2014;6;7;9;19;25;28;29;33;37;38;46;47;49;51;58;66;67;80;92;96;R$0,00;R$27.897,83;R$1.992,70;R$134,81;R$18,43;-;R$0,00
1504;14/11/2014;8;16;18;22;39;49;58;60;61;64;65;66;69;70;75;79;84;91;96;98;R$0,00;R$21.490,30;R$1.973,60;R$137,67;R$22,06;-;R$0,00
1505;19/11/2014;1;15;17;22;26;28;29;33;45;46;49;50;51;58;71;73;75;85;92;96;R$0,00;R$18.258,27;R$1.657,83;R$82,61;R$15,30;-;R$0,00
1506;22/11/2014;3;16;22;28;31;32;34;46;49;51;53;54;57;67;71;75;85;90;97;99;R$0,00;R$25.955,54;R$1.929,13;R$139,51;R$23,24;-;R$0,00
1507;26/11/2014;5;7;9;16;26;29;40;45;47;52;60;64;65;73;81;87;92;94;96;99;R$0,00;R$16.489,50;R$1.752,13;R$87,54;R$10,99;-;R$74.202,74
1508;29/11/2014;1;5;23;28;39;41;47;58;63;66;69;72;74;80;87;88;89;93;95;99;R$0,00;R$17.786,60;R$1.640,51;R$126,62;R$20,73;-;R$0,00
1509;03/12/2014;1;2;4;6;16;19;29;30;40;51;54;57;58;67;72;75;79;83;93;96;R$0,00;R$40.914,58;R$2.945,85;R$200,64;R$30,29;-;R$0,00
1510;06/12/2014;0;4;6;30;31;35;40;41;48;51;53;63;66;67;69;70;74;75;85;89;R$0,00;R$23.757,58;R$2.447,75;R$145,91;R$24,11;-;R$0,00
1511;10/12/2014;0;1;4;5;6;16;19;42;43;47;56;63;65;67;73;82;85;87;88;91;R$7.609.509,86;R$25.647,20;R$1.687,32;R$113,68;R$18,95;-;R$0,00
1512;13/12/2014;9;10;11;22;26;38;45;48;49;57;60;67;69;70;73;74;84;85;86;97;R$0,00;R$34.408,29;R$3.169,18;R$209,36;R$30,50;-;R$0,00
1513;17/12/2014;0;6;7;14;15;16;18;20;21;29;31;33;37;44;49;58;68;72;84;90;R$0,00;R$78.488,82;R$2.378,45;R$136,39;R$23,41;-;R$0,00
1514;20/12/2014;9;10;14;29;31;37;43;51;55;60;62;68;69;73;80;82;85;86;87;88;R$1.727.386,48;R$20.364,94;R$2.101,15;R$133,87;R$20,77;-;R$132.372,13
1515;24/12/2014;17;18;25;26;29;31;33;36;40;45;46;47;52;56;65;66;68;71;80;83;R$0,00;R$24.054,14;R$1.749,40;R$122,35;R$20,01;-;R$96.216,56
1516;27/12/2014;0;1;9;12;13;20;28;29;34;39;52;54;63;72;79;89;90;93;95;99;R$0,00;R$19.839,67;R$1.889,49;R$120,38;R$19,67;-;R$0,00
1517;31/12/2014;2;5;8;9;10;12;28;34;43;46;47;51;54;63;67;76;80;85;89;99;R$1.167.358,63;R$24.394,17;R$1.701,92;R$113,87;R$20,29;-;R$0,00
1518;03/01/2015;2;5;10;14;19;20;22;23;38;40;49;51;53;54;56;75;79;82;85;93;R$0,00;R$29.042,53;R$2.292,83;R$126,34;R$22,17;-;R$0,00
1519;07/01/2015;3;6;13;19;32;37;42;44;45;50;51;56;64;69;70;73;75;82;84;99;R$447.158,38;R$32.038,28;R$1.485,22;R$112,04;R$18,76;-;R$0,00
1520;10/01/2015;5;6;7;12;15;20;30;33;37;57;58;60;64;67;72;82;87;88;95;96;R$0,00;R$115.088,59;R$3.288,25;R$190,29;R$27,49;-;R$0,00
1521;14/01/2015;1;2;6;8;19;20;21;28;38;41;46;51;55;57;68;81;87;91;92;97;R$0,00;R$20.938,34;R$2.020,37;R$146,73;R$21,54;-;R$0,00
1522;17/01/2015;1;3;11;18;19;35;44;54;59;60;64;68;70;71;76;77;79;80;84;96;R$0,00;R$62.794,83;R$3.394,32;R$190,05;R$29,37;-;R$0,00
1523;21/01/2015;0;4;10;12;18;24;28;36;39;42;43;47;49;50;54;64;67;81;86;98;R$0,00;R$27.084,82;R$1.919,40;R$148,34;R$24,13;-;R$0,00
1524;24/01/2015;2;7;8;14;16;21;22;26;30;32;36;42;48;59;72;82;87;90;93;95;R$0,00;R$26.571,56;R$2.372,46;R$154,62;R$24,12;-;R$0,00
1525;28/01/2015;7;15;23;24;26;29;30;43;49;53;54;61;63;67;68;78;80;85;93;94;R$0,00;R$91.636,33;R$2.695,19;R$164,41;R$27,08;-;R$0,00
1526;31/01/2015;3;6;7;17;18;23;25;26;38;50;51;62;66;70;78;82;86;88;90;98;R$0,00;R$22.427,58;R$1.880,16;R$111,31;R$23,80;-;R$0,00
1527;04/02/2015;1;4;8;10;18;23;24;26;37;39;40;47;72;81;84;89;93;94;96;99;R$4.740.595,27;R$79.406,25;R$2.520,84;R$167,24;R$25,75;-;R$158.812,50
1528;07/02/2015;7;11;17;41;46;48;50;52;56;60;61;62;69;71;78;79;81;82;92;94;R$0,00;R$38.607,07;R$2.824,91;R$166,40;R$28,48;-;R$0,00
1529;11/02/2015;2;3;6;8;9;15;20;26;34;49;54;55;63;64;67;74;76;82;87;98;R$0,00;R$38.506,63;R$1.878,37;R$114,51;R$19,85;-;R$0,00
1530;14/02/2015;0;7;13;15;17;32;41;43;45;48;51;53;54;61;63;66;72;79;84;88;R$0,00;R$27.536,39;R$1.733,06;R$123,91;R$20,75;-;R$123.913,78
1531;18/02/2015;13;14;15;25;26;27;35;39;50;51;52;61;65;69;70;72;75;77;92;94;R$0,00;R$19.309,00;R$2.710,03;R$166,45;R$25,62;-;R$0,00
1532;21/02/2015;5;8;14;16;17;21;27;38;49;50;51;54;57;61;66;75;77;83;92;94;R$0,00;R$24.660,78;R$1.777,64;R$97,43;R$17,33;-;R$0,00
1533;25/02/2015;8;10;25;34;36;38;53;54;55;56;58;69;76;81;84;85;86;88;98;99;R$1.448.769,49;R$33.206,41;R$1.702,89;R$121,45;R$21,84;-;R$66.412,82
1534;28/02/2015;0;3;4;6;13;14;20;35;39;40;42;45;48;70;72;76;80;81;87;94;R$0,00;R$37.222,63;R$2.454,24;R$187,36;R$27,91;-;R$0,00
1535;04/03/2015;0;1;8;19;30;35;37;38;48;50;59;61;65;68;69;71;74;76;84;97;R$0,00;R$58.496,45;R$2.629,06;R$186,05;R$28,25;-;R$0,00
1536;07/03/2015;0;1;4;12;15;16;17;23;28;29;30;32;34;43;45;50;52;61;63;85;R$0,00;R$10.691,66;R$1.063,63;R$67,85;R$13,18;-;R$133.645,74
1537;11/03/2015;7;10;16;22;24;32;35;40;45;46;58;63;65;66;71;72;83;86;92;97;R$0,00;R$42.645,57;R$2.284,59;R$147,66;R$24,94;-;R$0,00
1538;14/03/2015;2;3;7;9;11;15;16;18;34;50;57;63;68;74;83;85;86;87;94;96;R$0,00;R$93.632,30;R$1.723,29;R$120,66;R$20,91;-;R$0,00
1539;18/03/2015;4;12;16;17;25;29;32;34;42;48;53;59;60;63;69;74;76;80;95;99;R$0,00;R$17.768,92;R$1.562,10;R$125,57;R$21,52;-;R$0,00
1540;21/03/2015;2;7;19;25;28;34;49;54;56;58;59;66;67;72;73;85;91;93;98;99;R$3.904.685,93;R$32.030,74;R$1.799,48;R$131,01;R$21,62;-;R$0,00
1541;25/03/2015;2;7;17;18;28;35;46;47;50;55;59;63;64;65;69;71;74;85;86;90;R$0,00;R$30.290,36;R$2.078,75;R$144,04;R$23,34;-;R$0,00
1542;28/03/2015;23;26;28;30;38;43;45;47;54;55;57;59;64;74;76;77;78;83;88;91;R$1.061.677,09;R$9.701,72;R$847,16;R$55,58;R$13,59;-;R$0,00
1543;04/04/2015;10;12;13;15;16;17;21;22;27;39;40;61;67;68;72;75;85;88;92;97;R$11.731.899,50;R$33.192,13;R$2.111,25;R$146,47;R$24,09;-;R$262.217,83
1544;08/04/2015;3;10;13;19;25;32;38;40;48;49;53;56;70;72;81;86;91;93;97;99;R$0,00;R$30.266,79;R$1.848,35;R$134,04;R$22,59;-;R$0,00
1545;11/04/2015;2;3;5;8;18;26;30;33;37;41;42;44;52;54;61;64;71;79;85;90;R$0,00;R$30.716,84;R$2.362,83;R$158,22;R$26,29;-;R$0,00
1546;15/04/2015;4;8;9;17;19;25;27;35;39;43;47;51;56;61;62;73;74;75;77;87;R$0,00;R$37.713,11;R$1.999,94;R$116,43;R$19,90;-;R$0,00
1547;18/04/2015;4;9;24;32;39;41;44;45;46;52;54;61;63;64;66;71;85;90;91;97;R$0,00;R$33.168,24;R$1.925,90;R$141,44;R$23,10;-;R$0,00
1548;22/04/2015;1;6;8;17;24;26;27;29;57;63;64;69;75;80;81;86;87;93;95;99;R$0,00;R$50.290,38;R$2.225,24;R$139,81;R$24,12;-;R$0,00
1549;25/04/2015;3;6;14;21;37;46;49;56;59;60;63;64;66;74;78;79;84;92;94;95;R$3.554.440,58;R$35.315,39;R$3.116,06;R$183,25;R$28,81;-;R$158.919,25
1550;29/04/2015;6;15;16;20;21;22;34;43;44;57;62;67;69;73;77;84;85;86;91;93;R$0,00;R$31.792,61;R$1.952,18;R$153,52;R$25,68;-;R$0,00
1551;02/05/2015;2;15;16;21;23;26;27;31;35;40;46;48;56;58;69;83;87;90;96;98;R$0,00;R$110.205,49;R$2.623,94;R$170,91;R$28,44;-;R$0,00
1552;06/05/2015;0;1;3;4;7;9;18;31;39;47;53;56;71;73;74;77;81;92;95;97;R$0,00;R$21.110,42;R$1.498,96;R$99,82;R$19,08;-;R$0,00
1553;09/05/2015;3;6;11;12;20;21;24;30;31;35;51;53;58;66;69;71;83;88;91;92;R$0,00;R$59.123,40;R$1.749,21;R$136,65;R$22,32;-;R$147.808,50
1554;13/05/2015;0;3;6;8;11;16;32;36;42;43;48;65;68;75;78;79;87;89;92;94;R$0,00;R$56.802,13;R$1.986,09;R$154,08;R$25,76;-;R$0,00
1555;16/05/2015;0;4;8;16;19;26;34;36;37;42;43;62;64;65;76;83;84;86;96;97;R$0,00;R$19.843,93;R$1.351,07;R$93,29;R$14,87;-;R$0,00
1556;20/05/2015;13;27;28;30;34;39;41;47;48;51;54;57;67;74;75;83;84;93;96;99;R$0,00;R$19.642,18;R$1.976,57;R$135,18;R$23,25;-;R$0,00
1557;23/05/2015;0;2;6;8;13;17;23;29;33;36;40;42;47;49;57;67;75;80;91;95;R$0,00;R$20.786,95;R$1.491,05;R$116,18;R$20,44;-;R$176.689,07
1558;27/05/2015;4;14;15;21;25;28;29;31;49;53;55;56;62;67;70;71;80;83;85;92;R$0,00;R$54.753,28;R$2.566,56;R$182,67;R$28,95;-;R$164.259,86
1559;30/05/2015;7;9;11;16;17;23;24;28;34;36;48;49;63;70;72;73;82;84;87;91;R$0,00;R$27.933,25;R$2.227,80;R$156,52;R$24,78;-;R$181.566,10
1560;03/06/2015;4;6;8;17;23;26;30;35;37;47;49;52;53;56;61;65;74;75;77;94;R$3.315.842,88;R$26.873,06;R$1.562,38;R$87,02;R$15,73;-;R$0,00
1561;06/06/2015;5;26;30;32;36;39;51;54;56;57;61;65;68;70;76;78;85;93;97;98;R$0,00;R$31.748,71;R$1.696,50;R$134,85;R$23,45;-;R$0,00
1562;10/06/2015;2;7;16;17;21;26;33;50;54;57;63;64;71;72;74;79;84;85;92;97;R$0,00;R$15.832,10;R$1.730,91;R$97,52;R$20,39;-;R$0,00
1563;13/06/2015;4;15;19;26;27;32;38;41;56;57;62;71;75;76;81;85;88;96;97;99;R$0,00;R$25.522,61;R$2.162,93;R$155,32;R$26,07;-;R$0,00
1564;17/06/2015;9;16;24;25;31;38;41;50;55;60;66;68;69;71;81;89;91;95;98;99;R$0,00;R$83.711,62;R$1.781,10;R$150,05;R$25,21;-;R$125.567,43
1565;20/06/2015;0;10;14;16;17;24;30;35;42;46;49;51;53;58;68;72;73;74;91;99;R$0,00;R$30.680,90;R$1.859,45;R$140,73;R$21,48;-;R$0,00
1566;24/06/2015;5;10;23;24;25;27;28;41;51;56;61;65;71;73;76;80;83;88;91;98;R$0,00;R$78.594,74;R$2.619,82;R$169,58;R$25,99;-;R$0,00
1567;27/06/2015;5;8;16;17;23;28;29;42;46;53;63;64;73;74;77;85;86;87;89;93;R$0,00;R$16.130,39;R$1.764,58;R$95,05;R$16,24;-;R$0,00
1568;01/07/2015;2;6;11;15;17;18;20;29;36;45;47;55;57;68;70;80;85;90;93;94;R$0,00;R$48.160,38;R$2.580,02;R$151,63;R$24,31;-;R$0,00
1569;04/07/2015;2;7;13;15;30;33;42;48;49;56;62;65;66;71;73;75;77;79;85;93;R$5.164.197,50;R$13.762,92;R$1.902,70;R$91,22;R$16,22;-;R$0,00
1570;08/07/2015;0;6;11;16;18;21;22;28;30;33;39;44;46;47;59;75;78;80;95;96;R$0,00;R$37.783,48;R$2.944,17;R$172,36;R$27,28;-;R$0,00
1571;11/07/2015;0;1;3;6;7;13;14;17;23;27;33;36;38;42;54;68;71;73;77;91;R$1.101.990,59;R$16.257,47;R$1.169,04;R$64,85;R$11,37;-;R$121.931,02
1572;15/07/2015;2;12;15;18;22;32;34;36;55;56;58;60;61;65;72;77;83;86;89;99;R$0,00;R$23.253,02;R$1.687,72;R$121,89;R$20,79;-;R$0,00
1573;18/07/2015;20;25;27;28;32;39;41;42;48;49;63;66;69;80;81;85;88;91;93;96;R$886.024,32;R$29.653,63;R$1.976,91;R$137,15;R$23,02;-;R$0,00
1574;22/07/2015;4;11;18;19;21;35;40;44;47;51;52;62;69;70;71;76;77;82;88;91;R$0,00;R$102.808,50;R$2.419,02;R$135,13;R$23,75;-;R$0,00
1575;25/07/2015;5;12;13;14;17;22;44;45;47;56;57;60;66;67;75;81;88;89;91;95;R$0,00;R$37.666,98;R$3.138,92;R$185,85;R$28,56;-;R$0,00
1576;29/07/2015;3;20;22;23;26;27;30;36;39;40;46;47;66;67;83;84;87;95;98;99;R$0,00;R$36.835,90;R$2.255,26;R$175,74;R$27,33;-;R$0,00
1577;01/08/2015;1;8;9;11;12;16;17;20;22;26;27;29;38;43;55;63;77;84;93;97;R$677.996,38;R$18.242,76;R$1.388,03;R$104,32;R$18,14;-;R$127.699,32
1578;05/08/2015;6;9;12;17;18;40;54;56;63;66;67;69;71;73;76;82;84;88;93;99;R$0,00;R$20.928,41;R$1.769,09;R$106,25;R$18,50;-;R$0,00
1579;08/08/2015;5;6;7;21;23;24;25;34;35;36;41;42;55;62;65;68;73;81;82;83;R$0,00;R$18.959,81;R$1.530,91;R$91,47;R$15,52;-;R$0,00
1580;12/08/2015;1;2;5;9;18;23;42;45;47;50;53;56;62;69;78;82;91;93;94;97;R$0,00;R$23.232,91;R$1.559,25;R$107,40;R$18,07;-;R$0,00
1581;15/08/2015;2;11;12;18;19;37;39;41;50;53;60;67;75;77;80;82;84;89;92;93;R$0,00;R$249.674,30;R$2.869,82;R$185,32;R$28,94;-;R$0,00
1582;19/08/2015;6;18;20;22;23;28;34;35;42;53;64;65;68;70;73;75;78;84;86;93;R$0,00;R$22.347,62;R$1.738,49;R$96,38;R$16,65;-;R$0,00
1583;22/08/2015;11;12;13;16;18;22;41;43;44;47;53;58;59;62;63;64;78;79;87;96;R$3.130.286,14;R$33.372,23;R$2.281,86;R$138,35;R$22,68;-;R$0,00
1584;26/08/2015;8;17;18;37;40;41;45;49;54;57;65;66;72;74;78;83;86;87;90;91;R$0,00;R$28.158,44;R$1.932,45;R$133,03;R$22,92;-;R$0,00
1585;29/08/2015;4;9;15;34;41;48;49;51;58;61;63;65;67;74;82;86;90;93;95;99;R$964.008,51;R$31.593,80;R$1.638,20;R$144,73;R$24,20;-;R$110.578,33
1586;02/09/2015;9;14;18;24;27;31;32;33;34;43;44;48;52;59;66;68;75;78;86;88;R$0,00;R$14.416,62;R$1.638,25;R$89,33;R$16,10;-;R$0,00
1587;05/09/2015;6;19;26;28;34;35;37;39;42;52;53;54;62;65;69;71;72;74;79;85;R$0,00;R$10.236,30;R$974,88;R$59,18;R$12,14;-;R$0,00
1588;09/09/2015;4;8;21;26;29;38;41;44;54;55;56;59;62;70;78;81;82;94;95;96;R$0,00;R$179.219,41;R$3.200,35;R$194,12;R$31,26;-;R$0,00
1589;12/09/2015;12;19;24;25;40;42;54;56;60;62;66;69;82;83;86;87;88;93;97;98;R$0,00;R$81.710,96;R$2.248,93;R$143,85;R$22,36;-;R$0,00
1590;16/09/2015;4;11;15;16;19;23;25;29;31;41;42;62;64;66;73;81;84;91;96;97;R$0,00;R$24.458,62;R$2.421,65;R$155,35;R$25,36;-;R$0,00
1591;19/09/2015;1;5;6;22;27;37;44;50;53;56;64;65;69;72;83;85;92;93;97;99;R$0,00;R$29.241,52;R$1.697,90;R$132,32;R$22,75;-;R$0,00
1592;23/09/2015;2;6;8;18;33;36;42;44;47;48;49;51;56;61;66;71;77;79;83;98;R$0,00;R$15.613,84;R$1.427,55;R$102,72;R$18,81;-;R$0,00
1593;26/09/2015;10;12;18;21;32;36;37;45;46;60;62;65;66;70;71;73;77;83;88;98;R$0,00;R$30.302,71;R$2.235,45;R$156,66;R$23,68;-;R$68.181,09
1594;30/09/2015;1;4;9;11;15;19;21;27;32;53;56;62;64;65;66;69;71;73;83;89;R$4.571.767,02;R$10.930,99;R$767,50;R$57,80;R$12,35;-;R$142.102,94
1595;03/10/2015;2;4;6;10;15;19;20;28;31;40;41;43;52;60;63;68;70;76;80;87;R$400.144,74;R$32.664,87;R$1.494,47;R$115,62;R$21,04;-;R$0,00
1596;07/10/2015;0;9;14;16;20;35;36;44;50;52;57;66;69;70;74;78;84;86;87;94;R$0,00;R$23.416,52;R$1.969,62;R$142,55;R$23,81;-;R$105.374,34
1597;10/10/2015;4;7;10;18;26;34;37;40;41;43;53;56;58;59;79;80;82;83;90;92;R$0,00;R$33.202,37;R$2.003,59;R$151,94;R$26,72;-;R$116.208,30
1598;14/10/2015;26;31;37;52;53;54;55;58;59;70;72;76;78;82;83;85;89;92;95;98;R$0,00;R$16.613,06;R$1.028,14;R$9,84;R$14,93;-;R$0,00
1599;17/10/2015;4;8;15;19;20;24;25;27;31;38;49;50;62;64;69;77;78;80;83;88;R$0,00;R$35.058,27;R$1.752,92;R$125,51;R$21,44;-;R$0,00
1600;21/10/2015;2;5;13;14;26;33;42;50;58;59;65;67;70;73;74;77;84;94;95;98;R$0,00;R$57.691,62;R$2.097,88;R$148,84;R$22,72;-;R$0,00
1601;24/10/2015;3;10;20;22;25;32;33;38;40;41;50;51;56;58;63;74;75;78;93;95;R$0,00;R$49.621,85;R$2.531,73;R$164,09;R$26,30;-;R$0,00
1602;28/10/2015;18;19;24;32;34;35;37;41;47;61;62;66;72;77;79;88;93;95;97;99;R$3.396.829,62;R$49.002,60;R$1.353,66;R$99,69;R$17,46;-;R$0,00
1603;31/10/2015;20;24;30;32;34;37;42;52;53;62;66;69;76;80;81;86;88;91;93;96;R$0,00;R$18.967,32;R$1.768,14;R$139,31;R$24,38;-;R$0,00
1604;04/11/2015;3;10;14;21;23;26;28;30;31;34;39;40;54;63;71;74;78;81;84;92;R$0,00;R$32.101,10;R$1.907,00;R$134,20;R$21,35;-;R$96.303,30
1605;07/11/2015;3;15;18;24;31;32;35;37;39;40;45;48;52;54;55;57;58;59;60;96;R$1.354.420,97;R$4.961,07;R$313,42;R$54,65;R$11,22;-;R$40.515,40
1606;11/11/2015;2;5;12;13;23;29;33;38;43;52;54;58;60;61;65;70;85;86;97;98;R$0,00;R$34.304,83;R$2.510,11;R$178,17;R$28,47;-;R$0,00
1607;14/11/2015;10;11;12;14;17;30;31;34;36;42;47;52;54;58;65;69;71;75;96;99;R$0,00;R$45.583,86;R$1.663,65;R$117,14;R$21,17;-;R$0,00
1608;18/11/2015;3;8;13;21;23;24;26;31;53;60;61;72;73;80;84;85;92;95;96;97;R$0,00;R$73.973,01;R$3.082,21;R$188,70;R$29,64;-;R$0,00
1609;21/11/2015;9;10;16;22;23;28;35;38;39;54;55;58;62;63;66;79;85;91;92;94;R$944.724,20;R$21.516,74;R$2.058,12;R$150,94;R$25,58;-;R$0,00
1610;25/11/2015;8;10;29;41;44;48;49;53;54;56;62;63;64;68;72;73;79;81;88;97;R$0,00;R$35.213,96;R$2.373,98;R$136,84;R$20,97;-;R$0,00
1611;28/11/2015;0;1;2;5;11;13;21;22;28;30;45;46;48;54;64;71;80;89;96;97;R$0,00;R$11.354,27;R$1.247,72;R$138,85;R$22,48;-;R$107.865,54
1612;02/12/2015;2;3;5;6;14;19;28;31;32;36;40;50;60;74;77;78;84;92;94;97;R$0,00;R$32.472,82;R$2.319,49;R$156,29;R$25,92;-;R$0,00
1613;05/12/2015;3;12;17;23;32;36;45;48;56;65;72;73;74;75;78;80;84;90;91;97;R$0,00;R$28.409,46;R$2.130,71;R$134,40;R$21,86;-;R$0,00
1614;09/12/2015;1;5;7;9;14;15;21;33;45;50;51;52;69;77;79;88;89;91;92;96;R$0,00;R$34.525,86;R$1.888,14;R$129,99;R$21,94;-;R$0,00
1615;12/12/2015;2;4;5;10;13;23;24;25;30;46;53;68;72;74;81;82;87;88;89;93;R$0,00;R$32.521,55;R$2.710,13;R$172,43;R$26,45;-;R$0,00
1616;16/12/2015;12;21;25;32;36;37;40;45;49;51;58;61;66;72;75;76;77;80;85;96;R$3.646.087,95;R$52.447,96;R$1.859,86;R$127,64;R$20,07;-;R$0,00
1617;19/12/2015;6;9;14;16;19;25;26;32;34;40;50;51;67;77;81;82;86;88;95;98;R$0,00;R$216.540,85;R$2.433,04;R$171,09;R$27,72;-;R$0,00
1618;23/12/2015;0;11;14;20;26;28;36;39;41;59;61;67;73;76;77;89;92;93;97;99;R$995.227,11;R$35.894,32;R$2.243,39;R$173,68;R$27,48;-;R$107.682,95
1619;26/12/2015;1;2;5;9;10;21;29;32;34;35;36;43;55;58;66;77;78;82;88;96;R$0,00;R$137.277,67;R$1.759,97;R$123,98;R$19,89;-;R$68.638,83
1620;30/12/2015;2;4;9;11;14;16;21;32;33;39;54;55;67;75;76;77;78;79;94;95;R$0,00;R$71.242,71;R$2.374,76;R$161,32;R$25,26;-;R$0,00
1621;02/01/2016;5;11;15;23;25;27;28;29;31;32;33;45;53;71;84;87;88;90;92;93;R$0,00;R$28.943,21;R$2.463,26;R$153,62;R$25,43;-;R$0,00
1622;06/01/2016;8;12;13;16;17;24;40;47;48;54;63;73;75;78;82;88;89;90;95;98;R$0,00;R$42.025,05;R$2.235,38;R$161,53;R$26,45;-;R$0,00
1623;09/01/2016;4;12;13;14;15;29;45;46;59;60;63;65;75;83;85;92;94;96;97;99;R$1.868.030,02;R$26.262,55;R$1.890,91;R$139,36;R$24,05;-;R$118.181,46
1624;13/01/2016;1;2;28;33;39;50;53;55;58;64;66;70;72;74;76;79;85;89;92;98;R$0,00;R$16.274,28;R$1.690,83;R$96,94;R$18,48;-;R$0,00
1625;16/01/2016;0;12;16;19;25;31;32;35;36;43;45;54;57;61;62;75;82;92;95;97;R$817.391,14;R$30.855,96;R$1.624,00;R$114,20;R$18,98;-;R$0,00
1626;20/01/2016;7;13;15;17;23;28;31;34;41;42;50;59;61;64;67;70;81;88;90;93;R$429.515,68;R$26.246,52;R$2.087,79;R$161,04;R$24,88;-;R$0,00
1627;23/01/2016;0;2;10;14;20;27;37;42;59;61;62;64;72;73;79;87;90;94;96;99;R$0,00;R$49.962,55;R$3.074,62;R$166,54;R$27,37;-;R$0,00
1628;27/01/2016;2;8;24;26;28;29;47;56;57;62;66;67;71;72;74;76;77;82;84;91;R$0,00;R$23.803,09;R$1.670,39;R$113,45;R$19,99;-;R$0,00
1629;30/01/2016;7;12;19;20;23;24;29;49;53;55;57;67;68;71;73;74;80;88;97;99;R$0,00;R$55.325,09;R$2.486,52;R$159,34;R$24,76;-;R$110.650,19
1630;03/02/2016;2;8;17;19;21;30;31;35;36;39;43;44;46;56;59;69;79;82;88;95;R$0,00;R$37.571,16;R$2.591,12;R$164,97;R$25,29;-;R$0,00
1631;06/02/2016;8;13;15;16;18;21;26;34;35;42;43;48;49;50;53;58;65;84;91;96;R$0,00;R$30.778,77;R$2.179,03;R$140,41;R$22,68;-;R$0,00
1632;10/02/2016;5;9;18;26;32;38;39;47;52;59;62;63;65;67;72;79;81;82;88;99;R$0,00;R$18.681,59;R$1.966,49;R$113,35;R$20,04;-;R$0,00
1633;13/02/2016;1;2;7;14;21;25;26;38;43;46;51;56;61;72;77;84;88;89;92;96;R$0,00;R$131.006,95;R$2.063,10;R$136,35;R$23,90;-;R$0,00
1634;17/02/2016;2;24;26;29;30;31;40;44;45;50;54;61;65;67;69;74;75;81;93;99;R$0,00;R$51.222,49;R$2.724,60;R$172,86;R$28,51;-;R$128.056,23
1635;20/02/2016;9;16;23;27;28;29;30;34;39;45;48;57;60;68;72;73;77;83;84;91;R$0,00;R$25.017,56;R$1.979,81;R$120,36;R$21,96;-;R$0,00
1636;24/02/2016;3;7;9;12;16;20;25;31;32;40;42;51;52;55;66;70;72;77;85;92;R$0,00;R$15.154,27;R$1.716,65;R$93,93;R$17,87;-;R$68.194,21
1637;27/02/2016;1;5;10;11;13;15;36;37;48;49;52;59;64;65;66;67;70;76;88;98;R$0,00;R$75.206,46;R$2.593,33;R$158,52;R$25,38;-;R$0,00
1638;02/03/2016;1;4;11;20;26;30;38;40;49;51;65;66;68;73;79;80;86;87;91;97;R$0,00;R$24.479,40;R$2.306,03;R$174,01;R$28,95;-;R$159.116,09
1639;05/03/2016;2;3;5;10;22;23;28;33;38;42;54;60;63;75;76;77;78;86;88;98;R$0,00;R$4.858,06;R$1.815,38;R$132,58;R$21,57;-;R$172.461,09
1640;09/03/2016;1;19;24;35;38;41;45;48;49;55;65;66;74;82;87;91;92;93;97;99;R$7.368.597,32;R$15.955,10;R$1.503,97;R$112,70;R$19,04;-;R$183.483,61
1641;12/03/2016;10;17;21;26;29;30;34;38;42;50;52;55;58;66;70;71;87;92;96;99;R$0,00;R$17.215,81;R$1.543,49;R$127,16;R$21,83;-;R$0,00
1642;16/03/2016;6;16;20;26;29;34;37;39;53;60;64;66;72;75;76;80;83;92;94;98;R$0,00;R$15.469,88;R$1.804,82;R$143,39;R$23,56;-;R$0,00
1643;19/03/2016;0;10;15;21;25;30;34;35;45;46;51;56;59;60;63;64;75;76;81;97;R$0,00;R$57.368,83;R$2.067,35;R$121,03;R$23,63;-;R$0,00
1644;26/03/2016;4;6;21;27;29;30;41;46;56;58;61;65;66;76;81;82;83;87;89;98;R$35.480.875,28;R$30.342,36;R$1.964,42;R$131,38;R$17,36;-;R$224.533,47
1645;30/03/2016;4;8;12;13;22;23;28;35;41;46;67;70;75;79;83;84;87;88;92;97;R$0,00;R$41.041,28;R$2.031,75;R$183,48;R$26,89;-;R$0,00
